Emp_Id,Employee_Name,Grade,Department,Location,Primary_Skill,Secondary_Skill,Course_ID,Course_Name,Course_Category,Course_Start_Date,Course_End_Date,Duration_Hours,Delivery_Mode,Course_Status,Completion_Percentage,Assessment_Score,Certification_Earned,Business_Priority,Skill_Gap_Score,Manager,Availability_Hours_Per_Week,Current_Project,Bench_Status,Performance_Rating,Learning_Style,Career_Goal,Recommended_Flag
E238,Employee_238,G8,QA,SF,Selenium,TestNG,TM011,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,60.0,Online,In Progress,72.0,77.0,Yes,Medium,0.42,Mike Wilson,0.0,Project_8,Active,3.9,Visual,Architect,0.0
E239,Employee_239,G5,Engineering,Austin,Python,TensorFlow,TM021,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,40.0,Online,Completed,74.0,89.0,Yes,High,0.78,Mike Wilson,15.0,Project_26,Bench,3.9,Visual,Architect,0.0
E240,Employee_240,G4,IT Support,Seattle,Docker,Shell,TM011,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,60.0,Online,Completed,86.0,83.0,Yes,High,0.52,Mike Wilson,20.0,Project_7,Bench,3.4,Hands-on,Data Scientist,1.0
E241,Employee_241,G1,Engineering,Seattle,JavaScript,React,TM038,Full Stack Web Development,Development,15-01-2025,28-02-2025,50.0,Online,Completed,84.0,92.0,Yes,High,0.58,Mike Wilson,15.0,Project_54,Active,4.1,Hands-on,Data Scientist,1.0
E242,Employee_242,G9,IT Support,Seattle,Java,Git,TM019,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,40.0,Hybrid,In Progress,77.0,0.0,Yes,Medium,0.68,John Smith,15.0,Project_37,Active,4.7,Hands-on,Architect,1.0
E243,Employee_243,G3,Data Science,SF,R,Pandas,TM046,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,40.0,Hybrid,Completed,100.0,0.0,Yes,High,0.67,John Smith,20.0,Project_34,Active,3.2,Visual,Data Scientist,0.0
E244,Employee_244,G1,Engineering,SF,SQL,NumPy,TM026,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,30.0,Hybrid,Completed,97.0,72.0,No,Low,0.38,Mike Wilson,10.0,Project_93,Active,4.5,Hands-on,Senior Developer,0.0
E245,Employee_245,G5,QA,NY,Selenium,TestNG,TM025,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,40.0,Online,In Progress,92.0,79.0,Yes,Medium,0.15,Jane Doe,10.0,Project_50,Active,4.5,Reading,Tech Lead,0.0
E246,Employee_246,G4,IT Support,SF,Java,Docker,TM018,Software Architecture Design,Architecture,15-01-2025,28-02-2025,60.0,Hybrid,In Progress,78.0,84.0,Yes,High,0.65,Jane Doe,20.0,Project_86,Active,3.1,Visual,Data Scientist,0.0
E247,Employee_247,G5,Engineering,NY,AWS,Shell,TM001,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,50.0,Online,Completed,71.0,73.0,No,Low,0.4,Jane Doe,20.0,Project_56,Bench,3.2,Visual,Architect,0.0
E248,Employee_248,G1,Engineering,Boston,Linux,Terraform,TM021,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,50.0,Online,Completed,93.0,86.0,No,Low,0.29,Mike Wilson,15.0,Project_12,Bench,3.2,Visual,Data Scientist,0.0
E249,Employee_249,G9,QA,Seattle,Python,JUnit,TM044,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,30.0,Hybrid,In Progress,82.0,82.0,Yes,Medium,0.36,Jane Doe,15.0,Project_54,Bench,3.4,Hands-on,Architect,0.0
E250,Employee_250,G2,Engineering,Seattle,Java,Node.js,TM028,Backend API Development,Backend,15-01-2025,28-02-2025,40.0,Hybrid,Completed,97.0,91.0,Yes,High,0.13,John Smith,0.0,Project_49,Active,3.9,Reading,Senior Developer,0.0
E251,Employee_251,G5,IT Support,Austin,Docker,Kubernetes,TM014,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,40.0,Online,Completed,84.0,81.0,Yes,High,0.42,Jane Doe,20.0,Project_90,Active,3.6,Reading,Senior Developer,0.0
E252,Employee_252,G10,IT Support,Seattle,AWS,Terraform,TM047,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,40.0,Online,Completed,75.0,90.0,Yes,Medium,0.26,John Smith,10.0,Project_12,Active,3.5,Hands-on,Architect,1.0
E253,Employee_253,G3,Engineering,NY,Java,React,TM008,Backend API Development,Backend,15-01-2025,28-02-2025,30.0,Hybrid,Completed,77.0,0.0,Yes,High,0.44,Mike Wilson,20.0,Project_87,Active,4.0,Hands-on,Architect,1.0
E254,Employee_254,G4,Data Science,NY,SQL,Pandas,TM026,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,60.0,Online,Completed,95.0,82.0,Yes,Low,0.47,Mike Wilson,15.0,Project_28,Active,4.5,Reading,Data Scientist,0.0
E255,Employee_255,G6,IT Support,SF,Linux,Kubernetes,TM026,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,30.0,Hybrid,Completed,89.0,0.0,Yes,High,0.31,Jane Doe,15.0,Project_96,Active,4.2,Hands-on,Tech Lead,0.0
E256,Employee_256,G6,Data Science,Seattle,SQL,Pandas,TM030,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,40.0,Online,Completed,82.0,0.0,No,Low,0.66,Mike Wilson,15.0,Project_28,Active,3.2,Reading,Data Scientist,1.0
E257,Employee_257,G10,Engineering,NY,Java,React,TM018,Backend API Development,Backend,15-01-2025,28-02-2025,50.0,Online,Completed,91.0,0.0,Yes,Low,0.61,John Smith,10.0,Project_17,Bench,3.9,Visual,Tech Lead,1.0
E258,Employee_258,G10,Data Science,NY,JavaScript,SQL,TM043,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,50.0,Online,Completed,93.0,91.0,No,Low,0.65,Jane Doe,15.0,Project_43,Active,4.5,Visual,Architect,1.0
E259,Employee_259,G6,IT Support,Seattle,Python,Git,TM044,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,30.0,Online,Completed,78.0,0.0,No,Low,0.45,John Smith,0.0,Project_71,Active,3.7,Hands-on,Tech Lead,1.0
E260,Employee_260,G1,Data Science,SF,SQL,Pandas,TM045,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,60.0,Online,Completed,96.0,70.0,Yes,High,0.74,Mike Wilson,10.0,Project_59,Active,3.1,Visual,Senior Developer,0.0
E261,Employee_261,G2,Engineering,Austin,Python,Git,TM005,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,60.0,Online,Completed,90.0,88.0,Yes,High,0.73,Mike Wilson,10.0,Project_40,Active,4.4,Reading,Tech Lead,1.0
E262,Employee_262,G2,IT Support,Austin,AWS,Shell,TM046,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,30.0,Online,Completed,84.0,70.0,Yes,Low,0.69,John Smith,20.0,Project_98,Bench,3.6,Reading,Tech Lead,1.0
E263,Employee_263,G7,QA,Boston,JavaScript,Git,TM031,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,40.0,Online,In Progress,94.0,91.0,Yes,Medium,0.24,Mike Wilson,10.0,Project_85,Active,3.4,Reading,Tech Lead,1.0
E264,Employee_264,G6,QA,NY,Python,TestNG,TM005,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,30.0,Online,Completed,99.0,94.0,Yes,High,0.19,Mike Wilson,15.0,Project_39,Active,4.4,Visual,Senior Developer,0.0
E265,Employee_265,G7,Engineering,NY,R,NumPy,TM017,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,50.0,Hybrid,Completed,94.0,85.0,Yes,Medium,0.63,Jane Doe,0.0,Project_65,Active,3.3,Hands-on,Senior Developer,0.0
E266,Employee_266,G2,IT Support,NY,JavaScript,Docker,TM047,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,50.0,Hybrid,In Progress,99.0,71.0,No,High,0.34,Jane Doe,20.0,Project_52,Active,3.2,Hands-on,Data Scientist,0.0
E267,Employee_267,G7,Engineering,SF,JavaScript,Spring,TM015,Full Stack Web Development,Development,15-01-2025,28-02-2025,60.0,Hybrid,Completed,73.0,88.0,No,High,0.66,John Smith,10.0,Project_34,Active,3.4,Reading,Senior Developer,1.0
E268,Employee_268,G9,Engineering,Boston,JavaScript,Spring,TM001,Full Stack Web Development,Development,15-01-2025,28-02-2025,30.0,Online,Completed,77.0,0.0,No,Medium,0.38,Mike Wilson,15.0,Project_74,Bench,4.2,Reading,Tech Lead,1.0
E269,Employee_269,G3,Engineering,Seattle,JavaScript,Spring,TM016,Backend API Development,Backend,15-01-2025,28-02-2025,50.0,Online,Completed,89.0,70.0,Yes,High,0.31,Mike Wilson,20.0,Project_17,Bench,3.8,Visual,Senior Developer,0.0
E270,Employee_270,G1,Data Science,Boston,R,NumPy,TM002,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,40.0,Online,Completed,70.0,91.0,No,High,0.65,Jane Doe,0.0,Project_20,Active,3.5,Visual,Senior Developer,1.0
E271,Employee_271,G10,Data Science,Boston,SQL,NumPy,TM028,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,40.0,Online,In Progress,95.0,86.0,Yes,High,0.28,Jane Doe,10.0,Project_89,Active,4.1,Visual,Tech Lead,1.0
E272,Employee_272,G7,Data Science,Austin,R,NumPy,TM027,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,30.0,Hybrid,Completed,88.0,84.0,Yes,Medium,0.59,Jane Doe,15.0,Project_27,Active,4.3,Visual,Senior Developer,0.0
E273,Employee_273,G2,Engineering,SF,Docker,Kubernetes,TM015,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,50.0,Hybrid,In Progress,90.0,0.0,Yes,Medium,0.58,John Smith,0.0,Project_45,Active,3.5,Reading,Senior Developer,0.0
E274,Employee_274,G9,Engineering,NY,SQL,NumPy,TM010,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,40.0,Online,Completed,72.0,90.0,No,High,0.28,John Smith,15.0,Project_73,Active,4.8,Hands-on,Architect,0.0
E275,Employee_275,G10,Engineering,Boston,R,Pandas,TM023,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,50.0,Hybrid,In Progress,100.0,83.0,Yes,High,0.14,John Smith,10.0,Project_67,Active,4.1,Visual,Tech Lead,1.0
E276,Employee_276,G10,Engineering,Boston,R,TensorFlow,TM046,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,50.0,Hybrid,Completed,92.0,83.0,Yes,Medium,0.4,John Smith,10.0,Project_89,Active,4.6,Hands-on,Tech Lead,1.0
E277,Employee_277,G2,IT Support,Boston,Python,SQL,TM043,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,50.0,Hybrid,In Progress,77.0,80.0,No,High,0.68,Jane Doe,20.0,Project_11,Active,3.4,Visual,Data Scientist,0.0
E278,Employee_278,G6,QA,Seattle,JavaScript,Git,TM014,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,40.0,Hybrid,Completed,75.0,0.0,Yes,High,0.23,John Smith,10.0,Project_71,Active,4.5,Reading,Architect,1.0
E279,Employee_279,G1,Engineering,NY,Linux,Terraform,TM021,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,30.0,Online,Completed,93.0,92.0,Yes,Low,0.65,Jane Doe,10.0,Project_49,Active,4.7,Hands-on,Senior Developer,0.0
E280,Employee_280,G9,IT Support,NY,Linux,Shell,TM005,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,40.0,Online,In Progress,92.0,94.0,Yes,High,0.42,Mike Wilson,0.0,Project_32,Active,3.4,Reading,Senior Developer,0.0
E281,Employee_281,G8,Data Science,Austin,Python,SQL,TM018,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,40.0,Hybrid,Completed,99.0,0.0,Yes,Low,0.27,Jane Doe,15.0,Project_36,Active,3.4,Reading,Tech Lead,0.0
E282,Employee_282,G6,QA,Austin,Postman,TestNG,TM024,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,60.0,Online,Completed,84.0,70.0,Yes,Medium,0.59,John Smith,0.0,Project_50,Active,4.0,Hands-on,Tech Lead,0.0
E283,Employee_283,G1,QA,SF,Python,Git,TM017,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,50.0,Online,Completed,86.0,86.0,No,Medium,0.53,Mike Wilson,0.0,Project_3,Active,4.1,Visual,Data Scientist,1.0
E284,Employee_284,G6,Engineering,NY,AWS,Kubernetes,TM022,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,60.0,Online,Completed,88.0,0.0,Yes,Medium,0.67,John Smith,0.0,Project_15,Active,3.1,Visual,Senior Developer,1.0
E285,Employee_285,G3,Data Science,Austin,SQL,NumPy,TM047,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,30.0,Hybrid,In Progress,97.0,86.0,Yes,High,0.66,Mike Wilson,20.0,Project_64,Bench,3.1,Reading,Architect,0.0
E286,Employee_286,G8,IT Support,Austin,Java,Docker,TM011,Software Architecture Design,Architecture,15-01-2025,28-02-2025,40.0,Online,In Progress,96.0,71.0,No,High,0.1,Jane Doe,0.0,Project_79,Active,4.0,Hands-on,Tech Lead,0.0
E287,Employee_287,G7,Engineering,Seattle,R,Pandas,TM044,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,30.0,Online,Completed,78.0,75.0,No,Low,0.63,Mike Wilson,0.0,Project_64,Bench,4.5,Hands-on,Tech Lead,1.0
E288,Employee_288,G10,Data Science,Boston,JavaScript,Git,TM002,Software Architecture Design,Architecture,15-01-2025,28-02-2025,40.0,Hybrid,In Progress,81.0,85.0,Yes,Medium,0.37,Jane Doe,15.0,Project_18,Bench,3.8,Visual,Tech Lead,0.0
E289,Employee_289,G3,Engineering,Boston,AWS,Kubernetes,TM032,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,60.0,Online,Completed,82.0,76.0,Yes,Medium,0.67,Mike Wilson,15.0,Project_70,Bench,4.4,Hands-on,Data Scientist,0.0
E290,Employee_290,G5,IT Support,Boston,AWS,Shell,TM046,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,40.0,Hybrid,Completed,93.0,0.0,Yes,Medium,0.41,John Smith,10.0,Project_18,Bench,3.4,Visual,Senior Developer,0.0
E291,Employee_291,G4,IT Support,Boston,Linux,Shell,TM010,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,50.0,Online,Completed,100.0,0.0,Yes,High,0.12,Mike Wilson,0.0,Project_54,Active,3.6,Hands-on,Architect,0.0
E292,Employee_292,G8,Engineering,Seattle,R,TensorFlow,TM035,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,50.0,Hybrid,Completed,98.0,94.0,Yes,Medium,0.61,Jane Doe,10.0,Project_61,Active,3.4,Reading,Architect,1.0
E293,Employee_293,G2,Data Science,Boston,R,TensorFlow,TM021,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,60.0,Hybrid,Completed,86.0,75.0,Yes,High,0.42,Jane Doe,15.0,Project_55,Bench,3.2,Reading,Senior Developer,0.0
E294,Employee_294,G7,Engineering,NY,Java,Spring,TM041,Backend API Development,Backend,15-01-2025,28-02-2025,40.0,Hybrid,Completed,70.0,73.0,Yes,High,0.13,Jane Doe,15.0,Project_81,Bench,3.3,Visual,Data Scientist,0.0
E295,Employee_295,G8,Engineering,Austin,Docker,Shell,TM026,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,40.0,Online,Completed,74.0,71.0,No,Medium,0.51,Mike Wilson,10.0,Project_20,Active,3.8,Visual,Senior Developer,0.0
E296,Employee_296,G4,Engineering,Boston,SQL,TensorFlow,TM047,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,60.0,Hybrid,Completed,92.0,0.0,No,Low,0.12,Jane Doe,0.0,Project_95,Bench,3.8,Reading,Senior Developer,0.0
E297,Employee_297,G4,IT Support,NY,Linux,Kubernetes,TM042,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,40.0,Online,Completed,80.0,76.0,Yes,High,0.43,Jane Doe,20.0,Project_10,Active,3.8,Reading,Senior Developer,1.0
E298,Employee_298,G8,QA,Boston,JavaScript,Docker,TM030,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,60.0,Hybrid,In Progress,97.0,82.0,Yes,High,0.67,Mike Wilson,10.0,Project_64,Active,4.8,Reading,Tech Lead,0.0
E299,Employee_299,G7,QA,Boston,Java,SQL,TM038,Software Architecture Design,Architecture,15-01-2025,28-02-2025,40.0,Hybrid,Completed,93.0,85.0,Yes,Low,0.41,Mike Wilson,15.0,Project_57,Active,3.5,Visual,Senior Developer,0.0
E300,Employee_300,G9,Data Science,SF,Python,TensorFlow,TM015,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,50.0,Online,Completed,82.0,78.0,No,High,0.47,John Smith,20.0,Project_73,Active,3.9,Reading,Data Scientist,0.0
E301,Employee_301,G3,Data Science,NY,R,TensorFlow,TM032,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,40.0,Hybrid,Completed,86.0,75.0,Yes,Medium,0.44,Mike Wilson,10.0,Project_4,Bench,4.7,Hands-on,Data Scientist,0.0
E302,Employee_302,G6,QA,Seattle,Python,SQL,TM028,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,50.0,Online,Completed,85.0,0.0,No,Low,0.5,John Smith,10.0,Project_78,Active,4.7,Reading,Data Scientist,0.0
E303,Employee_303,G5,Engineering,Boston,AWS,Shell,TM020,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,50.0,Online,Completed,82.0,79.0,No,Medium,0.63,Jane Doe,20.0,Project_97,Active,3.4,Visual,Data Scientist,1.0
E304,Employee_304,G7,QA,Seattle,JavaScript,SQL,TM013,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,50.0,Online,Completed,94.0,92.0,Yes,High,0.52,Mike Wilson,0.0,Project_96,Active,4.3,Visual,Senior Developer,0.0
E305,Employee_305,G5,Data Science,NY,R,TensorFlow,TM010,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,60.0,Online,Completed,89.0,0.0,No,Low,0.8,Mike Wilson,15.0,Project_98,Active,3.6,Hands-on,Senior Developer,0.0
E306,Employee_306,G9,QA,Austin,JavaScript,SQL,TM001,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,50.0,Hybrid,Completed,88.0,80.0,No,High,0.49,John Smith,0.0,Project_40,Bench,3.7,Visual,Tech Lead,0.0
E307,Employee_307,G3,IT Support,Seattle,AWS,Shell,TM011,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,60.0,Online,Completed,71.0,88.0,No,Medium,0.56,Jane Doe,20.0,Project_66,Active,4.1,Visual,Tech Lead,1.0
E308,Employee_308,G4,Data Science,NY,SQL,Pandas,TM036,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,50.0,Hybrid,In Progress,95.0,0.0,Yes,High,0.69,Jane Doe,10.0,Project_48,Bench,4.7,Visual,Data Scientist,0.0
E309,Employee_309,G9,QA,Boston,JavaScript,Docker,TM025,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,50.0,Hybrid,Completed,93.0,79.0,No,Medium,0.29,Mike Wilson,15.0,Project_24,Bench,4.4,Hands-on,Architect,0.0
E310,Employee_310,G9,QA,SF,Java,Docker,TM023,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,50.0,Hybrid,In Progress,92.0,0.0,Yes,High,0.41,Jane Doe,10.0,Project_3,Active,3.8,Hands-on,Data Scientist,0.0
E311,Employee_311,G1,IT Support,SF,Linux,Terraform,TM046,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,60.0,Online,Completed,90.0,74.0,Yes,High,0.25,Mike Wilson,20.0,Project_91,Bench,4.5,Visual,Data Scientist,0.0
E312,Employee_312,G3,Data Science,Austin,Java,Git,TM049,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,60.0,Online,Completed,74.0,0.0,Yes,High,0.16,Jane Doe,0.0,Project_69,Active,4.1,Hands-on,Data Scientist,0.0
E313,Employee_313,G7,Engineering,Boston,R,Pandas,TM028,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,40.0,Hybrid,Completed,100.0,93.0,Yes,High,0.14,John Smith,15.0,Project_22,Active,4.1,Hands-on,Senior Developer,0.0
E314,Employee_314,G6,Engineering,Seattle,Python,NumPy,TM045,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,60.0,Hybrid,Completed,86.0,82.0,Yes,High,0.44,Jane Doe,15.0,Project_14,Active,4.5,Visual,Senior Developer,0.0
E315,Employee_315,G1,QA,Boston,JavaScript,SQL,TM022,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,40.0,Online,Completed,71.0,0.0,Yes,High,0.21,Jane Doe,10.0,Project_4,Active,4.3,Hands-on,Architect,0.0
E316,Employee_316,G7,QA,Austin,Python,TestNG,TM035,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,30.0,Online,Completed,73.0,85.0,Yes,High,0.41,Mike Wilson,15.0,Project_50,Active,3.6,Hands-on,Tech Lead,0.0
E317,Employee_317,G5,IT Support,SF,Docker,Kubernetes,TM028,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,60.0,Online,In Progress,72.0,0.0,Yes,Medium,0.77,John Smith,10.0,Project_8,Active,3.8,Reading,Tech Lead,0.0
E318,Employee_318,G3,Data Science,Boston,SQL,Pandas,TM029,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,50.0,Hybrid,Completed,99.0,0.0,No,Medium,0.69,Jane Doe,20.0,Project_4,Bench,3.9,Visual,Tech Lead,0.0
